name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
VnEconomy,https://vneconomy.vn,,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Vietnamese,Free,"Verified by the apac region audit, 2026-07-29. Economic daily; valid XML but zero items; publisher feed is empty Feed not wired: not live (200, 0 items) (https://vneconomy.vn/rss/tin-moi.rss).","2026-07-29 not live (200, 0 items)",,direct
VnExpress (Kinh doanh),https://vnexpress.net,https://vnexpress.net/rss/kinh-doanh.rss,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Vietnamese,Free,"Verified by the apac region audit, 2026-07-29. Business desk",2026-07-29 200 ok,rss,direct
VnExpress International (Business),https://e.vnexpress.net,https://e.vnexpress.net/rss/business.rss,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Largest online daily, English edition",2026-07-29 200 ok,rss,direct
Diggers News,https://diggers.news,https://diggers.news/feed/,,Zambia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Independent daily; also serves /rss/ and /feed/rss/.",2026-07-29 200 ok,rss,direct
Lusaka Times,https://www.lusakatimes.com,https://www.lusakatimes.com/feed/,,Zambia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. General national news.",2026-07-29 200 ok,rss,direct
Zambian Business Times,https://zambianbusinesstimes.com,https://zambianbusinesstimes.com/feed/,,Zambia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Business desk.",2026-07-29 200 ok,rss,direct
263Chat,https://www.263chat.com,https://www.263chat.com/feed/,,Zimbabwe,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Independent digital title.",2026-07-29 200 ok,rss,direct
Techzim,https://www.techzim.co.zw,,,Zimbabwe,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Zimbabwe's main tech publisher. Every HTML and feed path returns HTTP 426 Upgrade Required with an EMPTY body - but the WordPress REST endpoint answers 200 and is current (numbers here are from it). Bare JSON array, needs a JSON reader. Without this the country loses its only tech desk. Re-probed 2026-08-02: wp-json array, and /feed/ answers HTTP 426 on the apex and on www.","2026-08-02 not live (200, 0 items: JSON, not a feed) (https://www.techzim.co.zw/wp-json/wp/v2/posts?per_page=20)",,direct
The Herald,https://www.herald.co.zw,,,Zimbabwe,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. BLOCKED. Homepage and feed paths 403. Feed not wired: not live (403, 0 items) ().","2026-07-29 not live (403, 0 items)",,direct
Zimbabwe Independent,https://www.theindependent.co.zw,https://www.theindependent.co.zw/feed/,,Zimbabwe,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Alpha Media Holdings business weekly. Sister titles NewsDay and The Standard share the platform but their /feed/ returns HTML.",2026-07-29 200 ok,rss,direct
Kuwait (discovery backstop),,,,Kuwait,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. Seven national dailies publish HTML only and the state news agency times out, so there is no non-aggregator feed at all. Discovery backstop only: a country search whose results are resolved to the publisher's own article before anything is kept.",2026-07-29 discovery ok (79 pointers),discovery,backstop
Aruba (discovery backstop),,,,Aruba,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. No working publisher feed found. Discovery backstop only: a country search whose results are resolved to the publisher's own article before anything is kept.",2026-07-29 discovery ok (45 pointers),discovery,backstop
Curacao (discovery backstop),,,,Curacao,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. No working publisher feed found. Discovery backstop only: a country search whose results are resolved to the publisher's own article before anything is kept.",2026-07-29 discovery ok (43 pointers),discovery,backstop
Saint Kitts and Nevis (discovery backstop),,,,Saint Kitts and Nevis,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. No working publisher feed found. Discovery backstop only: a country search whose results are resolved to the publisher's own article before anything is kept.",2026-07-29 discovery ok (61 pointers),discovery,backstop
Qatar (discovery backstop),,,,Qatar,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (59 pointers),discovery,backstop
Oman (discovery backstop),,,,Oman,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (61 pointers),discovery,backstop
Rwanda (discovery backstop),,,,Rwanda,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
Libya (discovery backstop),,,,Libya,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (57 pointers),discovery,backstop
Fiji (discovery backstop),,,,Fiji,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
Brunei (discovery backstop),,,,Brunei,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (40 pointers),discovery,backstop
Laos (discovery backstop),,,,Laos,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (45 pointers),discovery,backstop
Mongolia (discovery backstop),,,,Mongolia,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
Sri Lanka (discovery backstop),,,,Sri Lanka,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
Nicaragua (discovery backstop),,,,Nicaragua,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (54 pointers),discovery,backstop
Barbados (discovery backstop),,,,Barbados,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
Haiti (discovery backstop),,,,Haiti,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (56 pointers),discovery,backstop
Antigua and Barbuda (discovery backstop),,,,Antigua and Barbuda,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (57 pointers),discovery,backstop
Saint Lucia (discovery backstop),,,,Saint Lucia,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (15 pointers),discovery,backstop
Dominica (discovery backstop),,,,Dominica,,,National,Discovery Backstop,Cross-industry,Discovery Backstop,Funding; Executive Hire; Company Expansion; Hiring,English,Free,"No named publisher: this row is a country search, not a relationship with an outlet. One direct publisher feed, which for a whole country is a single point of failure. The discovery backstop runs alongside it and cites the publisher it resolves to, never the aggregator.",2026-07-29 discovery ok (100 pointers),discovery,backstop
